01. Ano,02. Nome Região (Portugal),03. Âmbito Geográfico,04. Filtro 1,05. Filtro 2,06. Filtro 3,08. Símbolo,07. Escala,09. Valor
2013,Abrantes,Município,Homens,"A. Agricultura, produção animal, caça, floresta e pesca",,, euros,1044.6
2013,Abrantes,Município,Homens,"B. Indústria, construção, energia e água",,, euros,1191.8
2013,Abrantes,Município,Homens,C. Serviços,,, euros,1007.1
2013,Abrantes,Município,Homens,Total,,, euros,1118.3
2013,Abrantes,Município,Mulheres,"A. Agricultura, produção animal, caça, floresta e pesca",,, euros,684.3
2013,Abrantes,Município,Mulheres,"B. Indústria, construção, energia e água",,, euros,1073.4
2013,Abrantes,Município,Mulheres,C. Serviços,,, euros,813.9
2013,Abrantes,Município,Mulheres,Total,,, euros,857.4
2013,Abrantes,Município,Total,"A. Agricultura, produção animal, caça, floresta e pesca",,, euros,954.6
2013,Abrantes,Município,Total,"B. Indústria, construção, energia e água",,, euros,1168.3
2013,Abrantes,Município,Total,C. Serviços,,, euros,881.8
2013,Abrantes,Município,Total,Total,,, euros,1000.8
2013,Águeda,Município,Homens,"A. Agricultura, produção animal, caça, floresta e pesca",,, euros,853.4
2013,Águeda,Município,Homens,"B. Indústria, construção, energia e água",,, euros,1042.4
2013,Águeda,Município,Homens,C. Serviços,,, euros,1044.1
2013,Águeda,Município,Homens,Total,,, euros,1041.3
2013,Águeda,Município,Mulheres,"A. Agricultura, produção animal, caça, floresta e pesca",,, euros,665.3
2013,Águeda,Município,Mulheres,"B. Indústria, construção, energia e água",,, euros,763.0
2013,Águeda,Município,Mulheres,C. Serviços,,, euros,830.8
2013,Águeda,Município,Mulheres,Total,,, euros,795.1
2013,Águeda,Município,Total,"A. Agricultura, produção animal, caça, floresta e pesca",,, euros,793.2
2013,Águeda,Município,Total,"B. Indústria, construção, energia e água",,, euros,942.6
2013,Águeda,Município,Total,C. Serviços,,, euros,913.6
2013,Águeda,Município,Total,Total,,, euros,931.4
2013,Aguiar da Beira,Município,Homens,"A. Agricultura, produção animal, caça, floresta e pesca",,, euros,617.0
2013,Aguiar da Beira,Município,Homens,"B. Indústria, construção, energia e água",,, euros,723.9
2013,Aguiar da Beira,Município,Homens,C. Serviços,,, euros,798.2
2013,Aguiar da Beira,Município,Homens,Total,,, euros,755.9
2013,Aguiar da Beira,Município,Mulheres,"A. Agricultura, produção animal, caça, floresta e pesca",,, euros,608.8
2013,Aguiar da Beira,Município,Mulheres,"B. Indústria, construção, energia e água",,, euros,634.0
2013,Aguiar da Beira,Município,Mulheres,C. Serviços,,, euros,655.7
2013,Aguiar da Beira,Município,Mulheres,Total,,, euros,651.8
2013,Aguiar da Beira,Município,Total,"A. Agricultura, produção animal, caça, floresta e pesca",,, euros,614.9
2013,Aguiar da Beira,Município,Total,"B. Indústria, construção, energia e água",,, euros,701.9
2013,Aguiar da Beira,Município,Total,C. Serviços,,, euros,709.1
2013,Aguiar da Beira,Município,Total,Total,,, euros,703.5
2013,Alandroal,Município,Homens,"A. Agricultura, produção animal, caça, floresta e pesca",,, euros,837.4
2013,Alandroal,Município,Homens,"B. Indústria, construção, energia e água",,, euros,871.1
2013,Alandroal,Município,Homens,C. Serviços,,, euros,980.4
2013,Alandroal,Município,Homens,Total,,, euros,873.5
2013,Alandroal,Município,Mulheres,"A. Agricultura, produção animal, caça, floresta e pesca",,, euros,646.5
2013,Alandroal,Município,Mulheres,"B. Indústria, construção, energia e água",,, euros,947.1
2013,Alandroal,Município,Mulheres,C. Serviços,,, euros,771.9
2013,Alandroal,Município,Mulheres,Total,,, euros,808.8
2013,Alandroal,Município,Total,"A. Agricultura, produção animal, caça, floresta e pesca",,, euros,774.1
2013,Alandroal,Município,Total,"B. Indústria, construção, energia e água",,, euros,918.3
2013,Alandroal,Município,Total,C. Serviços,,, euros,825.3
2013,Alandroal,Município,Total,Total,,, euros,837.4
2013,Albergaria-a-Velha,Município,Homens,"A. Agricultura, produção animal, caça, floresta e pesca",,, euros,648.4
2013,Albergaria-a-Velha,Município,Homens,"B. Indústria, construção, energia e água",,, euros,1040.6
2013,Albergaria-a-Velha,Município,Homens,C. Serviços,,, euros,1013.7
2013,Albergaria-a-Velha,Município,Homens,Total,,, euros,1024.8
2013,Albergaria-a-Velha,Município,Mulheres,"A. Agricultura, produção animal, caça, floresta e pesca",,, euros,640.4
2013,Albergaria-a-Velha,Município,Mulheres,"B. Indústria, construção, energia e água",,, euros,877.6
2013,Albergaria-a-Velha,Município,Mulheres,C. Serviços,,, euros,777.7
2013,Albergaria-a-Velha,Município,Mulheres,Total,,, euros,820.5
2013,Albergaria-a-Velha,Município,Total,"A. Agricultura, produção animal, caça, floresta e pesca",,, euros,646.2
2013,Albergaria-a-Velha,Município,Total,"B. Indústria, construção, energia e água",,, euros,995.0
2013,Albergaria-a-Velha,Município,Total,C. Serviços,,, euros,894.4
2013,Albergaria-a-Velha,Município,Total,Total,,, euros,949.4
2013,Albufeira,Município,Homens,"A. Agricultura, produção animal, caça, floresta e pesca",,, euros,915.9
2013,Albufeira,Município,Homens,"B. Indústria, construção, energia e água",,, euros,947.9
2013,Albufeira,Município,Homens,C. Serviços,,, euros,957.5
2013,Albufeira,Município,Homens,Total,,, euros,956.0
2013,Albufeira,Município,Mulheres,"A. Agricultura, produção animal, caça, floresta e pesca",,, euros,891.0
2013,Albufeira,Município,Mulheres,"B. Indústria, construção, energia e água",,, euros,747.0
2013,Albufeira,Município,Mulheres,C. Serviços,,, euros,808.2
2013,Albufeira,Município,Mulheres,Total,,, euros,806.9
2013,Albufeira,Município,Total,"A. Agricultura, produção animal, caça, floresta e pesca",,, euros,905.2
2013,Albufeira,Município,Total,"B. Indústria, construção, energia e água",,, euros,904.5
2013,Albufeira,Município,Total,C. Serviços,,, euros,875.9
2013,Albufeira,Município,Total,Total,,, euros,878.1
2013,Alcácer do Sal,Município,Homens,"A. Agricultura, produção animal, caça, floresta e pesca",,, euros,900.0
2013,Alcácer do Sal,Município,Homens,"B. Indústria, construção, energia e água",,, euros,1167.1
2013,Alcácer do Sal,Município,Homens,C. Serviços,,, euros,998.0
2013,Alcácer do Sal,Município,Homens,Total,,, euros,1008.8
2013,Alcácer do Sal,Município,Mulheres,"A. Agricultura, produção animal, caça, floresta e pesca",,, euros,767.9
2013,Alcácer do Sal,Município,Mulheres,"B. Indústria, construção, energia e água",,, euros,892.3
2013,Alcácer do Sal,Município,Mulheres,C. Serviços,,, euros,763.3
2013,Alcácer do Sal,Município,Mulheres,Total,,, euros,776.6
2013,Alcácer do Sal,Município,Total,"A. Agricultura, produção animal, caça, floresta e pesca",,, euros,864.1
2013,Alcácer do Sal,Município,Total,"B. Indústria, construção, energia e água",,, euros,1101.8
2013,Alcácer do Sal,Município,Total,C. Serviços,,, euros,847.1
2013,Alcácer do Sal,Município,Total,Total,,, euros,900.5
2013,Alcanena,Município,Homens,"A. Agricultura, produção animal, caça, floresta e pesca",,, euros,632.9
2013,Alcanena,Município,Homens,"B. Indústria, construção, energia e água",,, euros,960.9
2013,Alcanena,Município,Homens,C. Serviços,,, euros,1183.6
2013,Alcanena,Município,Homens,Total,,, euros,1052.4
2013,Alcanena,Município,Mulheres,"A. Agricultura, produção animal, caça, floresta e pesca",,..., euros,
2013,Alcanena,Município,Mulheres,"B. Indústria, construção, energia e água",,, euros,806.1
2013,Alcanena,Município,Mulheres,C. Serviços,,, euros,946.7
2013,Alcanena,Município,Mulheres,Total,,, euros,891.9
2013,Alcanena,Município,Total,"A. Agricultura, produção animal, caça, floresta e pesca",,, euros,671.3
2013,Alcanena,Município,Total,"B. Indústria, construção, energia e água",,, euros,910.4
2013,Alcanena,Município,Total,C. Serviços,,, euros,1061.8
2013,Alcanena,Município,Total,Total,,, euros,985.2
2013,Alcobaça,Município,Homens,"A. Agricultura, produção animal, caça, floresta e pesca",,, euros,698.5
2013,Alcobaça,Município,Homens,"B. Indústria, construção, energia e água",,, euros,978.7
2013,Alcobaça,Município,Homens,C. Serviços,,, euros,973.9
2013,Alcobaça,Município,Homens,Total,,, euros,963.4
2013,Alcobaça,Município,Mulheres,"A. Agricultura, produção animal, caça, floresta e pesca",,, euros,637.3
2013,Alcobaça,Município,Mulheres,"B. Indústria, construção, energia e água",,, euros,706.5
2013,Alcobaça,Município,Mulheres,C. Serviços,,, euros,793.6
2013,Alcobaça,Município,Mulheres,Total,,, euros,757.3
2013,Alcobaça,Município,Total,"A. Agricultura, produção animal, caça, floresta e pesca",,, euros,676.2
2013,Alcobaça,Município,Total,"B. Indústria, construção, energia e água",,, euros,886.4
2013,Alcobaça,Município,Total,C. Serviços,,, euros,862.3
2013,Alcobaça,Município,Total,Total,,, euros,866.7
2013,Alcochete,Município,Homens,"A. Agricultura, produção animal, caça, floresta e pesca",,, euros,967.7
2013,Alcochete,Município,Homens,"B. Indústria, construção, energia e água",,, euros,1291.6
2013,Alcochete,Município,Homens,C. Serviços,,, euros,2673.5
2013,Alcochete,Município,Homens,Total,,, euros,2073.2
2013,Alcochete,Município,Mulheres,"A. Agricultura, produção animal, caça, floresta e pesca",,, euros,722.8
2013,Alcochete,Município,Mulheres,"B. Indústria, construção, energia e água",,, euros,1235.4
2013,Alcochete,Município,Mulheres,C. Serviços,,, euros,867.7
2013,Alcochete,Município,Mulheres,Total,,, euros,905.8
2013,Alcochete,Município,Total,"A. Agricultura, produção animal, caça, floresta e pesca",,, euros,843.1
2013,Alcochete,Município,Total,"B. Indústria, construção, energia e água",,, euros,1278.2
2013,Alcochete,Município,Total,C. Serviços,,, euros,1714.6
2013,Alcochete,Município,Total,Total,,, euros,1542.2
2013,Alcoutim,Município,Homens,"A. Agricultura, produção animal, caça, floresta e pesca",,, euros,735.4
2013,Alcoutim,Município,Homens,"B. Indústria, construção, energia e água",,, euros,717.8
2013,Alcoutim,Município,Homens,C. Serviços,,, euros,966.5
2013,Alcoutim,Município,Homens,Total,,, euros,844.6
2013,Alcoutim,Município,Mulheres,"A. Agricultura, produção animal, caça, floresta e pesca",,, euros,659.9
2013,Alcoutim,Município,Mulheres,"B. Indústria, construção, energia e água",,, euros,613.2
2013,Alcoutim,Município,Mulheres,C. Serviços,,, euros,728.4
2013,Alcoutim,Município,Mulheres,Total,,, euros,710.7
2013,Alcoutim,Município,Total,"A. Agricultura, produção animal, caça, floresta e pesca",,, euros,726.5
2013,Alcoutim,Município,Total,"B. Indústria, construção, energia e água",,, euros,673.0
2013,Alcoutim,Município,Total,C. Serviços,,, euros,801.2
2013,Alcoutim,Município,Total,Total,,, euros,768.1
2013,Alenquer,Município,Homens,"A. Agricultura, produção animal, caça, floresta e pesca",,, euros,854.4
2013,Alenquer,Município,Homens,"B. Indústria, construção, energia e água",,, euros,1211.4
2013,Alenquer,Município,Homens,C. Serviços,,, euros,1078.8
2013,Alenquer,Município,Homens,Total,,, euros,1138.1
2013,Alenquer,Município,Mulheres,"A. Agricultura, produção animal, caça, floresta e pesca",,, euros,786.5
2013,Alenquer,Município,Mulheres,"B. Indústria, construção, energia e água",,, euros,936.5
2013,Alenquer,Município,Mulheres,C. Serviços,,, euros,904.8
2013,Alenquer,Município,Mulheres,Total,,, euros,914.2
2013,Alenquer,Município,Total,"A. Agricultura, produção animal, caça, floresta e pesca",,, euros,832.2
2013,Alenquer,Município,Total,"B. Indústria, construção, energia e água",,, euros,1128.3
2013,Alenquer,Município,Total,C. Serviços,,, euros,1008.5
2013,Alenquer,Município,Total,Total,,, euros,1058.5
2013,Alfândega da Fé,Município,Homens,"A. Agricultura, produção animal, caça, floresta e pesca",,, euros,761.8
2013,Alfândega da Fé,Município,Homens,"B. Indústria, construção, energia e água",,, euros,623.1
2013,Alfândega da Fé,Município,Homens,C. Serviços,,, euros,830.0
2013,Alfândega da Fé,Município,Homens,Total,,, euros,752.6
2013,Alfândega da Fé,Município,Mulheres,"A. Agricultura, produção animal, caça, floresta e pesca",,, euros,617.1
2013,Alfândega da Fé,Município,Mulheres,"B. Indústria, construção, energia e água",,, euros,632.2
2013,Alfândega da Fé,Município,Mulheres,C. Serviços,,, euros,768.5
2013,Alfândega da Fé,Município,Mulheres,Total,,, euros,749.7
2013,Alfândega da Fé,Município,Total,"A. Agricultura, produção animal, caça, floresta e pesca",,, euros,728.1
2013,Alfândega da Fé,Município,Total,"B. Indústria, construção, energia e água",,, euros,625.4
2013,Alfândega da Fé,Município,Total,C. Serviços,,, euros,791.0
2013,Alfândega da Fé,Município,Total,Total,,, euros,751.1
2013,Alijó,Município,Homens,"A. Agricultura, produção animal, caça, floresta e pesca",,, euros,775.5
2013,Alijó,Município,Homens,"B. Indústria, construção, energia e água",,, euros,1177.0
2013,Alijó,Município,Homens,C. Serviços,,, euros,826.8
2013,Alijó,Município,Homens,Total,,, euros,997.1
2013,Alijó,Município,Mulheres,"A. Agricultura, produção animal, caça, floresta e pesca",,, euros,743.1
2013,Alijó,Município,Mulheres,"B. Indústria, construção, energia e água",,, euros,835.7
2013,Alijó,Município,Mulheres,C. Serviços,,, euros,698.8
2013,Alijó,Município,Mulheres,Total,,, euros,725.9
2013,Alijó,Município,Total,"A. Agricultura, produção animal, caça, floresta e pesca",,, euros,768.2
2013,Alijó,Município,Total,"B. Indústria, construção, energia e água",,, euros,1109.9
2013,Alijó,Município,Total,C. Serviços,,, euros,748.9
2013,Alijó,Município,Total,Total,,, euros,885.5
2013,Aljezur,Município,Homens,"A. Agricultura, produção animal, caça, floresta e pesca",,, euros,1418.0
2013,Aljezur,Município,Homens,"B. Indústria, construção, energia e água",,, euros,816.6
2013,Aljezur,Município,Homens,C. Serviços,,, euros,851.9
2013,Aljezur,Município,Homens,Total,,, euros,889.0
2013,Aljezur,Município,Mulheres,"A. Agricultura, produção animal, caça, floresta e pesca",,, euros,1327.8
2013,Aljezur,Município,Mulheres,"B. Indústria, construção, energia e água",,, euros,687.5
2013,Aljezur,Município,Mulheres,C. Serviços,,, euros,719.0
2013,Aljezur,Município,Mulheres,Total,,, euros,746.8
2013,Aljezur,Município,Total,"A. Agricultura, produção animal, caça, floresta e pesca",,, euros,1379.0
2013,Aljezur,Município,Total,"B. Indústria, construção, energia e água",,, euros,789.9
2013,Aljezur,Município,Total,C. Serviços,,, euros,766.6
2013,Aljezur,Município,Total,Total,,, euros,808.8
2013,Aljustrel,Município,Homens,"A. Agricultura, produção animal, caça, floresta e pesca",,, euros,730.4
2013,Aljustrel,Município,Homens,"B. Indústria, construção, energia e água",,, euros,1174.3
2013,Aljustrel,Município,Homens,C. Serviços,,, euros,1144.4
2013,Aljustrel,Município,Homens,Total,,, euros,1112.1
2013,Aljustrel,Município,Mulheres,"A. Agricultura, produção animal, caça, floresta e pesca",,, euros,797.3
2013,Aljustrel,Município,Mulheres,"B. Indústria, construção, energia e água",,, euros,1248.1
2013,Aljustrel,Município,Mulheres,C. Serviços,,, euros,803.1
2013,Aljustrel,Município,Mulheres,Total,,, euros,873.3
2013,Aljustrel,Município,Total,"A. Agricultura, produção animal, caça, floresta e pesca",,, euros,739.1
2013,Aljustrel,Município,Total,"B. Indústria, construção, energia e água",,, euros,1181.4
2013,Aljustrel,Município,Total,C. Serviços,,, euros,931.3
2013,Aljustrel,Município,Total,Total,,, euros,1038.8
2013,Almada,Município,Homens,"A. Agricultura, produção animal, caça, floresta e pesca",,, euros,583.0
2013,Almada,Município,Homens,"B. Indústria, construção, energia e água",,, euros,1184.1
2013,Almada,Município,Homens,C. Serviços,,, euros,1103.4
2013,Almada,Município,Homens,Total,,, euros,1125.2
2013,Almada,Município,Mulheres,"A. Agricultura, produção animal, caça, floresta e pesca",,, euros,671.3
2013,Almada,Município,Mulheres,"B. Indústria, construção, energia e água",,, euros,991.6
2013,Almada,Município,Mulheres,C. Serviços,,, euros,944.5
2013,Almada,Município,Mulheres,Total,,, euros,947.2
2013,Almada,Município,Total,"A. Agricultura, produção animal, caça, floresta e pesca",,, euros,603.3
2013,Almada,Município,Total,"B. Indústria, construção, energia e água",,, euros,1145.4
2013,Almada,Município,Total,C. Serviços,,, euros,1007.3
2013,Almada,Município,Total,Total,,, euros,1029.1
2013,Almeida,Município,Homens,"A. Agricultura, produção animal, caça, floresta e pesca",,, euros,566.1
2013,Almeida,Município,Homens,"B. Indústria, construção, energia e água",,, euros,707.5
2013,Almeida,Município,Homens,C. Serviços,,, euros,881.4
2013,Almeida,Município,Homens,Total,,, euros,819.6
2013,Almeida,Município,Mulheres,"A. Agricultura, produção animal, caça, floresta e pesca",,, euros,1062.9
2013,Almeida,Município,Mulheres,"B. Indústria, construção, energia e água",,, euros,662.7
2013,Almeida,Município,Mulheres,C. Serviços,,, euros,707.9
2013,Almeida,Município,Mulheres,Total,,, euros,711.2
2013,Almeida,Município,Total,"A. Agricultura, produção animal, caça, floresta e pesca",,, euros,659.3
2013,Almeida,Município,Total,"B. Indústria, construção, energia e água",,, euros,700.0
2013,Almeida,Município,Total,C. Serviços,,, euros,780.9
2013,Almeida,Município,Total,Total,,, euros,764.7
2013,Almeirim,Município,Homens,"A. Agricultura, produção animal, caça, floresta e pesca",,, euros,769.5
2013,Almeirim,Município,Homens,"B. Indústria, construção, energia e água",,, euros,1084.9
2013,Almeirim,Município,Homens,C. Serviços,,, euros,954.0
2013,Almeirim,Município,Homens,Total,,, euros,947.4
2013,Almeirim,Município,Mulheres,"A. Agricultura, produção animal, caça, floresta e pesca",,, euros,793.6
2013,Almeirim,Município,Mulheres,"B. Indústria, construção, energia e água",,, euros,1030.1
2013,Almeirim,Município,Mulheres,C. Serviços,,, euros,771.6
2013,Almeirim,Município,Mulheres,Total,,, euros,820.8
2013,Almeirim,Município,Total,"A. Agricultura, produção animal, caça, floresta e pesca",,, euros,776.2
2013,Almeirim,Município,Total,"B. Indústria, construção, energia e água",,, euros,1068.4
2013,Almeirim,Município,Total,C. Serviços,,, euros,843.0
2013,Almeirim,Município,Total,Total,,, euros,889.8
2013,Almodôvar,Município,Homens,"A. Agricultura, produção animal, caça, floresta e pesca",,, euros,640.3
2013,Almodôvar,Município,Homens,"B. Indústria, construção, energia e água",,, euros,770.8
2013,Almodôvar,Município,Homens,C. Serviços,,, euros,1027.9
2013,Almodôvar,Município,Homens,Total,,, euros,912.8
2013,Almodôvar,Município,Mulheres,"A. Agricultura, produção animal, caça, floresta e pesca",,, euros,685.4
