01. Ano,02. Nome Região (Portugal),03. Indicador,04. Filtro 1,05. Filtro 2,06. Filtro 3,07. Escala,08. Símbolo,09. Valor
2007,Portugal,Ganho médio mensal,01. Quadros superiores,"A. Agricultura, produção animal, caça, floresta e pesca",, euros,,1715.6
2007,Portugal,Ganho médio mensal,01. Quadros superiores,B. Indústrias extrativas,, euros,,2361.8
2007,Portugal,Ganho médio mensal,01. Quadros superiores,C. Indústrias transformadoras,, euros,,2521.6
2007,Portugal,Ganho médio mensal,01. Quadros superiores,"D. Eletricidade, gás, vapor, água quente e fria e ar frio",, euros,,3344.0
2007,Portugal,Ganho médio mensal,01. Quadros superiores,"E. Captação, tratamento e distribuição de água; saneamento, gestão de resíduos e despoluição",, euros,,2384.0
2007,Portugal,Ganho médio mensal,01. Quadros superiores,F. Construção,, euros,,2090.0
2007,Portugal,Ganho médio mensal,01. Quadros superiores,"G. Comércio por grosso e a retalho, reparação de veículos automóveis e motociclos",, euros,,2308.4
2007,Portugal,Ganho médio mensal,01. Quadros superiores,H. Transportes e armazenagem,, euros,,3255.7
2007,Portugal,Ganho médio mensal,01. Quadros superiores,"I. Alojamento, restauração e similares",, euros,,1597.9
2007,Portugal,Ganho médio mensal,01. Quadros superiores,J. Atividades de informação e de comunicação,, euros,,2842.0
2007,Portugal,Ganho médio mensal,01. Quadros superiores,K. Atividades financeiras e de seguros,, euros,,3593.9
2007,Portugal,Ganho médio mensal,01. Quadros superiores,L. Atividades imobiliárias,, euros,,2173.2
2007,Portugal,Ganho médio mensal,01. Quadros superiores,"M. Atividades de consultoria, científicas, técnicas e similares",, euros,,2222.6
2007,Portugal,Ganho médio mensal,01. Quadros superiores,N. Atividades administrativas e dos serviços de apoio,, euros,,2422.7
2007,Portugal,Ganho médio mensal,01. Quadros superiores,"O. Administração Pública e Defesa, e Segurança Social obrigatória",, euros,,2122.6
2007,Portugal,Ganho médio mensal,01. Quadros superiores,P. Educação,, euros,,1691.7
2007,Portugal,Ganho médio mensal,01. Quadros superiores,Q. Atividades de saúde humana e apoio  social,, euros,,1791.9
2007,Portugal,Ganho médio mensal,01. Quadros superiores,"R. Atividades artísticas, de espetáculos, desportivas e recreativas",, euros,,2389.1
2007,Portugal,Ganho médio mensal,01. Quadros superiores,S. Outras atividades de serviços,, euros,,1737.0
2007,Portugal,Ganho médio mensal,01. Quadros superiores,T. Atividades das famílias com empregados domésticos e atividades de produção das famílias para uso próprio,, euros,x,
2007,Portugal,Ganho médio mensal,01. Quadros superiores,Total,, euros,,2378.6
2007,Portugal,Ganho médio mensal,01. Quadros superiores,U. Atividades dos organismos internacionais e outras instituições extra-territoriais,, euros,,1447.9
2007,Portugal,Ganho médio mensal,02. Quadros médios,"A. Agricultura, produção animal, caça, floresta e pesca",, euros,,1444.7
2007,Portugal,Ganho médio mensal,02. Quadros médios,B. Indústrias extrativas,, euros,,2039.2
2007,Portugal,Ganho médio mensal,02. Quadros médios,C. Indústrias transformadoras,, euros,,1743.0
2007,Portugal,Ganho médio mensal,02. Quadros médios,"D. Eletricidade, gás, vapor, água quente e fria e ar frio",, euros,,2591.8
2007,Portugal,Ganho médio mensal,02. Quadros médios,"E. Captação, tratamento e distribuição de água; saneamento, gestão de resíduos e despoluição",, euros,,1955.0
2007,Portugal,Ganho médio mensal,02. Quadros médios,F. Construção,, euros,,1564.8
2007,Portugal,Ganho médio mensal,02. Quadros médios,"G. Comércio por grosso e a retalho, reparação de veículos automóveis e motociclos",, euros,,1633.3
2007,Portugal,Ganho médio mensal,02. Quadros médios,H. Transportes e armazenagem,, euros,,2430.7
2007,Portugal,Ganho médio mensal,02. Quadros médios,"I. Alojamento, restauração e similares",, euros,,1206.1
2007,Portugal,Ganho médio mensal,02. Quadros médios,J. Atividades de informação e de comunicação,, euros,,1868.1
2007,Portugal,Ganho médio mensal,02. Quadros médios,K. Atividades financeiras e de seguros,, euros,,2560.4
2007,Portugal,Ganho médio mensal,02. Quadros médios,L. Atividades imobiliárias,, euros,,1485.4
2007,Portugal,Ganho médio mensal,02. Quadros médios,"M. Atividades de consultoria, científicas, técnicas e similares",, euros,,1274.1
2007,Portugal,Ganho médio mensal,02. Quadros médios,N. Atividades administrativas e dos serviços de apoio,, euros,,1570.5
2007,Portugal,Ganho médio mensal,02. Quadros médios,"O. Administração Pública e Defesa, e Segurança Social obrigatória",, euros,,1667.7
2007,Portugal,Ganho médio mensal,02. Quadros médios,P. Educação,, euros,,1430.4
2007,Portugal,Ganho médio mensal,02. Quadros médios,Q. Atividades de saúde humana e apoio  social,, euros,,1295.2
2007,Portugal,Ganho médio mensal,02. Quadros médios,"R. Atividades artísticas, de espetáculos, desportivas e recreativas",, euros,,1634.5
2007,Portugal,Ganho médio mensal,02. Quadros médios,S. Outras atividades de serviços,, euros,,1324.2
2007,Portugal,Ganho médio mensal,02. Quadros médios,T. Atividades das famílias com empregados domésticos e atividades de produção das famílias para uso próprio,, euros,x,
2007,Portugal,Ganho médio mensal,02. Quadros médios,Total,, euros,,1682.3
2007,Portugal,Ganho médio mensal,02. Quadros médios,U. Atividades dos organismos internacionais e outras instituições extra-territoriais,, euros,,4386.9
2007,Portugal,Ganho médio mensal,"03. Encarregados, contra mestres e chefes de equipa","A. Agricultura, produção animal, caça, floresta e pesca",, euros,,1026.1
2007,Portugal,Ganho médio mensal,"03. Encarregados, contra mestres e chefes de equipa",B. Indústrias extrativas,, euros,,1364.8
2007,Portugal,Ganho médio mensal,"03. Encarregados, contra mestres e chefes de equipa",C. Indústrias transformadoras,, euros,,1282.2
2007,Portugal,Ganho médio mensal,"03. Encarregados, contra mestres e chefes de equipa","D. Eletricidade, gás, vapor, água quente e fria e ar frio",, euros,,2698.4
2007,Portugal,Ganho médio mensal,"03. Encarregados, contra mestres e chefes de equipa","E. Captação, tratamento e distribuição de água; saneamento, gestão de resíduos e despoluição",, euros,,1390.6
2007,Portugal,Ganho médio mensal,"03. Encarregados, contra mestres e chefes de equipa",F. Construção,, euros,,1146.0
2007,Portugal,Ganho médio mensal,"03. Encarregados, contra mestres e chefes de equipa","G. Comércio por grosso e a retalho, reparação de veículos automóveis e motociclos",, euros,,1288.8
2007,Portugal,Ganho médio mensal,"03. Encarregados, contra mestres e chefes de equipa",H. Transportes e armazenagem,, euros,,1546.7
2007,Portugal,Ganho médio mensal,"03. Encarregados, contra mestres e chefes de equipa","I. Alojamento, restauração e similares",, euros,,1128.2
2007,Portugal,Ganho médio mensal,"03. Encarregados, contra mestres e chefes de equipa",J. Atividades de informação e de comunicação,, euros,,2028.0
2007,Portugal,Ganho médio mensal,"03. Encarregados, contra mestres e chefes de equipa",K. Atividades financeiras e de seguros,, euros,,2098.6
2007,Portugal,Ganho médio mensal,"03. Encarregados, contra mestres e chefes de equipa",L. Atividades imobiliárias,, euros,,1131.3
2007,Portugal,Ganho médio mensal,"03. Encarregados, contra mestres e chefes de equipa","M. Atividades de consultoria, científicas, técnicas e similares",, euros,,1615.4
2007,Portugal,Ganho médio mensal,"03. Encarregados, contra mestres e chefes de equipa",N. Atividades administrativas e dos serviços de apoio,, euros,,1212.9
2007,Portugal,Ganho médio mensal,"03. Encarregados, contra mestres e chefes de equipa","O. Administração Pública e Defesa, e Segurança Social obrigatória",, euros,,990.3
2007,Portugal,Ganho médio mensal,"03. Encarregados, contra mestres e chefes de equipa",P. Educação,, euros,,1084.3
2007,Portugal,Ganho médio mensal,"03. Encarregados, contra mestres e chefes de equipa",Q. Atividades de saúde humana e apoio  social,, euros,,903.8
2007,Portugal,Ganho médio mensal,"03. Encarregados, contra mestres e chefes de equipa","R. Atividades artísticas, de espetáculos, desportivas e recreativas",, euros,,1334.8
2007,Portugal,Ganho médio mensal,"03. Encarregados, contra mestres e chefes de equipa",S. Outras atividades de serviços,, euros,,1120.8
2007,Portugal,Ganho médio mensal,"03. Encarregados, contra mestres e chefes de equipa",T. Atividades das famílias com empregados domésticos e atividades de produção das famílias para uso próprio,, euros,x,
2007,Portugal,Ganho médio mensal,"03. Encarregados, contra mestres e chefes de equipa",Total,, euros,,1277.2
2007,Portugal,Ganho médio mensal,"03. Encarregados, contra mestres e chefes de equipa",U. Atividades dos organismos internacionais e outras instituições extra-territoriais,, euros,,0.0
2007,Portugal,Ganho médio mensal,04. Profissionais altamente qualificados,"A. Agricultura, produção animal, caça, floresta e pesca",, euros,,1210.4
2007,Portugal,Ganho médio mensal,04. Profissionais altamente qualificados,B. Indústrias extrativas,, euros,,1313.6
2007,Portugal,Ganho médio mensal,04. Profissionais altamente qualificados,C. Indústrias transformadoras,, euros,,1276.3
2007,Portugal,Ganho médio mensal,04. Profissionais altamente qualificados,"D. Eletricidade, gás, vapor, água quente e fria e ar frio",, euros,,1995.6
2007,Portugal,Ganho médio mensal,04. Profissionais altamente qualificados,"E. Captação, tratamento e distribuição de água; saneamento, gestão de resíduos e despoluição",, euros,,1469.5
2007,Portugal,Ganho médio mensal,04. Profissionais altamente qualificados,F. Construção,, euros,,1227.2
2007,Portugal,Ganho médio mensal,04. Profissionais altamente qualificados,"G. Comércio por grosso e a retalho, reparação de veículos automóveis e motociclos",, euros,,1361.9
2007,Portugal,Ganho médio mensal,04. Profissionais altamente qualificados,H. Transportes e armazenagem,, euros,,1651.6
2007,Portugal,Ganho médio mensal,04. Profissionais altamente qualificados,"I. Alojamento, restauração e similares",, euros,,758.3
2007,Portugal,Ganho médio mensal,04. Profissionais altamente qualificados,J. Atividades de informação e de comunicação,, euros,,1812.7
2007,Portugal,Ganho médio mensal,04. Profissionais altamente qualificados,K. Atividades financeiras e de seguros,, euros,,1981.2
2007,Portugal,Ganho médio mensal,04. Profissionais altamente qualificados,L. Atividades imobiliárias,, euros,,1070.7
2007,Portugal,Ganho médio mensal,04. Profissionais altamente qualificados,"M. Atividades de consultoria, científicas, técnicas e similares",, euros,,1309.9
2007,Portugal,Ganho médio mensal,04. Profissionais altamente qualificados,N. Atividades administrativas e dos serviços de apoio,, euros,,1146.9
2007,Portugal,Ganho médio mensal,04. Profissionais altamente qualificados,"O. Administração Pública e Defesa, e Segurança Social obrigatória",, euros,,1344.4
2007,Portugal,Ganho médio mensal,04. Profissionais altamente qualificados,P. Educação,, euros,,968.1
2007,Portugal,Ganho médio mensal,04. Profissionais altamente qualificados,Q. Atividades de saúde humana e apoio  social,, euros,,1009.9
2007,Portugal,Ganho médio mensal,04. Profissionais altamente qualificados,"R. Atividades artísticas, de espetáculos, desportivas e recreativas",, euros,,2031.9
2007,Portugal,Ganho médio mensal,04. Profissionais altamente qualificados,S. Outras atividades de serviços,, euros,,1173.0
2007,Portugal,Ganho médio mensal,04. Profissionais altamente qualificados,T. Atividades das famílias com empregados domésticos e atividades de produção das famílias para uso próprio,, euros,x,
