01. Ano,02. Nome Região (Portugal),03. Âmbito Geográfico,04. Filtro 1,05. Filtro 2,06. Filtro 3,08. Símbolo,07. Escala,09. Valor
2016,Portugal,,01. Inferior ao 1.º ciclo,,,, euros,716.1
2016,Portugal,,02. Básico - 1º Ciclo,,,, euros,792.6
2016,Portugal,,03. Básico - 2º Ciclo,,,, euros,821.3
2016,Portugal,,04. Básico - 3º Ciclo,,,, euros,869.3
2016,Portugal,,05. Secundário,,,, euros,1067.8
2016,Portugal,,06. Curso técnico superior profissional,,,x, euros,
2016,Portugal,,07. Bacharelato,,,, euros,1805.6
2016,Portugal,,08. Licenciatura,,,, euros,1812.9
2016,Portugal,,09. Mestrado,,,, euros,1763.1
2016,Portugal,,10. Doutoramento,,,, euros,2567.9
2016,Portugal,,Total,,,, euros,1105.6
2017,Portugal,,01. Inferior ao 1.º ciclo,,,, euros,736.0
2017,Portugal,,02. Básico - 1º Ciclo,,,, euros,815.0
2017,Portugal,,03. Básico - 2º Ciclo,,,, euros,847.5
2017,Portugal,,04. Básico - 3º Ciclo,,,, euros,892.6
2017,Portugal,,05. Secundário,,,, euros,1077.6
2017,Portugal,,06. Curso técnico superior profissional,,,, euros,1031.6
2017,Portugal,,07. Bacharelato,,,, euros,1821.9
2017,Portugal,,08. Licenciatura,,,, euros,1820.7
2017,Portugal,,09. Mestrado,,,, euros,1779.7
2017,Portugal,,10. Doutoramento,,,, euros,2534.0
2017,Portugal,,Total,,,, euros,1130.8
2018,Portugal,,01. Inferior ao 1.º ciclo,,,, euros,771.8
2018,Portugal,,02. Básico - 1º Ciclo,,,, euros,845.3
2018,Portugal,,03. Básico - 2º Ciclo,,,, euros,882.7
2018,Portugal,,04. Básico - 3º Ciclo,,,, euros,920.3
2018,Portugal,,05. Secundário,,,, euros,1095.7
2018,Portugal,,06. Curso técnico superior profissional,,,, euros,1049.9
2018,Portugal,,07. Bacharelato,,,, euros,1841.8
2018,Portugal,,08. Licenciatura,,,, euros,1850.1
2018,Portugal,,09. Mestrado,,,, euros,1825.6
2018,Portugal,,10. Doutoramento,,,, euros,2605.4
2018,Portugal,,Total,,,, euros,1166.9
2019,Portugal,,01. Inferior ao 1.º ciclo,,,, euros,793.6
2019,Portugal,,02. Básico - 1º Ciclo,,,, euros,873.7
2019,Portugal,,03. Básico - 2º Ciclo,,,, euros,915.2
2019,Portugal,,04. Básico - 3º Ciclo,,,, euros,950.1
2019,Portugal,,05. Secundário,,,, euros,1115.6
2019,Portugal,,06. Curso técnico superior profissional,,,, euros,1072.0
2019,Portugal,,07. Bacharelato,,,, euros,1859.7
2019,Portugal,,08. Licenciatura,,,, euros,1877.0
2019,Portugal,,09. Mestrado,,,, euros,1905.6
2019,Portugal,,10. Doutoramento,,,, euros,2571.3
2019,Portugal,,Total,,,, euros,1206.3
2020,Portugal,,01. Inferior ao 1.º ciclo,,,, euros,820.4
2020,Portugal,,02. Básico - 1º Ciclo,,,, euros,894.4
2020,Portugal,,03. Básico - 2º Ciclo,,,, euros,944.5
2020,Portugal,,04. Básico - 3º Ciclo,,,, euros,980.0
2020,Portugal,,05. Secundário,,,, euros,1137.0
2020,Portugal,,06. Curso técnico superior profissional,,,, euros,1141.9
2020,Portugal,,07. Bacharelato,,,, euros,1900.9
2020,Portugal,,08. Licenciatura,,,, euros,1907.4
2020,Portugal,,09. Mestrado,,,, euros,1964.2
2020,Portugal,,10. Doutoramento,,,, euros,2692.5
2020,Portugal,,Total,,,, euros,1247.2
2021,Portugal,,01. Inferior ao 1.º ciclo,,,, euros,854.7
2021,Portugal,,02. Básico - 1º Ciclo,,,, euros,931.6
2021,Portugal,,03. Básico - 2º Ciclo,,,, euros,980.2
2021,Portugal,,04. Básico - 3º Ciclo,,,, euros,1012.1
2021,Portugal,,05. Secundário,,,, euros,1160.9
2021,Portugal,,06. Curso técnico superior profissional,,,, euros,1205.0
2021,Portugal,,07. Bacharelato,,,, euros,1956.5
2021,Portugal,,08. Licenciatura,,,, euros,1936.7
2021,Portugal,,09. Mestrado,,,, euros,2064.3
2021,Portugal,,10. Doutoramento,,,, euros,2790.9
2021,Portugal,,Total,,,, euros,1289.5
2022,Portugal,,01. Inferior ao 1.º ciclo,,,, euros,896.5
2022,Portugal,,02. Básico - 1º Ciclo,,,, euros,976.8
2022,Portugal,,03. Básico - 2º Ciclo,,,, euros,1032.3
2022,Portugal,,04. Básico - 3º Ciclo,,,, euros,1066.8
2022,Portugal,,05. Secundário,,,, euros,1214.4
2022,Portugal,,06. Curso técnico superior profissional,,,, euros,1291.5
2022,Portugal,,07. Bacharelato,,,, euros,2067.6
2022,Portugal,,08. Licenciatura,,,, euros,2031.9
2022,Portugal,,09. Mestrado,,,, euros,2199.4
2022,Portugal,,10. Doutoramento,,,, euros,2886.2
2022,Portugal,,Total,,,, euros,1362.4
2023,Portugal,,01. Inferior ao 1.º ciclo,,,, euros,970.2
2023,Portugal,,02. Básico - 1º Ciclo,,,, euros,1051.2
2023,Portugal,,03. Básico - 2º Ciclo,,,, euros,1114.1
2023,Portugal,,04. Básico - 3º Ciclo,,,, euros,1142.3
2023,Portugal,,05. Secundário,,,, euros,1295.1
2023,Portugal,,06. Curso técnico superior profissional,,,, euros,1413.2
2023,Portugal,,07. Bacharelato,,,, euros,2190.5
2023,Portugal,,08. Licenciatura,,,, euros,2152.3
2023,Portugal,,09. Mestrado,,,, euros,2379.8
2023,Portugal,,10. Doutoramento,,,, euros,3062.2
2023,Portugal,,Total,,,, euros,1460.8
2013,Abrantes,Município,01. Inferior ao 1.º ciclo,,,, euros,612.4
2013,Abrantes,Município,02. Básico - 1º Ciclo,,,, euros,750.0
2013,Abrantes,Município,03. Básico - 2º Ciclo,,,, euros,811.3
2013,Abrantes,Município,04. Básico - 3º Ciclo,,,, euros,832.4
2013,Abrantes,Município,05. Secundário,,,, euros,1011.4
2013,Abrantes,Município,06. Curso técnico superior profissional,,,x, euros,
2013,Abrantes,Município,07. Bacharelato,,,, euros,1830.2
2013,Abrantes,Município,08. Licenciatura,,,, euros,1626.6
2013,Abrantes,Município,09. Mestrado,,,, euros,1446.4
2013,Abrantes,Município,10. Doutoramento,,,, euros,1093.6
2013,Abrantes,Município,Total,,,, euros,1000.8
2013,Águeda,Município,01. Inferior ao 1.º ciclo,,,, euros,692.1
2013,Águeda,Município,02. Básico - 1º Ciclo,,,, euros,780.4
2013,Águeda,Município,03. Básico - 2º Ciclo,,,, euros,790.1
2013,Águeda,Município,04. Básico - 3º Ciclo,,,, euros,826.7
2013,Águeda,Município,05. Secundário,,,, euros,954.1
2013,Águeda,Município,06. Curso técnico superior profissional,,,x, euros,
2013,Águeda,Município,07. Bacharelato,,,, euros,1459.8
2013,Águeda,Município,08. Licenciatura,,,, euros,1460.8
2013,Águeda,Município,09. Mestrado,,,, euros,1394.0
2013,Águeda,Município,10. Doutoramento,,,, euros,2096.2
2013,Águeda,Município,Total,,,, euros,931.4
2013,Aguiar da Beira,Município,01. Inferior ao 1.º ciclo,,,, euros,696.8
2013,Aguiar da Beira,Município,02. Básico - 1º Ciclo,,,, euros,637.9
2013,Aguiar da Beira,Município,03. Básico - 2º Ciclo,,,, euros,621.4
2013,Aguiar da Beira,Município,04. Básico - 3º Ciclo,,,, euros,682.9
2013,Aguiar da Beira,Município,05. Secundário,,,, euros,783.6
2013,Aguiar da Beira,Município,06. Curso técnico superior profissional,,,x, euros,
2013,Aguiar da Beira,Município,07. Bacharelato,,,, euros,947.2
2013,Aguiar da Beira,Município,08. Licenciatura,,,, euros,1033.2
2013,Aguiar da Beira,Município,09. Mestrado,,,, euros,736.5
2013,Aguiar da Beira,Município,10. Doutoramento,,,..., euros,
2013,Aguiar da Beira,Município,Total,,,, euros,703.5
2013,Alandroal,Município,01. Inferior ao 1.º ciclo,,,, euros,710.9
2013,Alandroal,Município,02. Básico - 1º Ciclo,,,, euros,748.2
2013,Alandroal,Município,03. Básico - 2º Ciclo,,,, euros,832.6
2013,Alandroal,Município,04. Básico - 3º Ciclo,,,, euros,733.6
2013,Alandroal,Município,05. Secundário,,,, euros,1009.8
2013,Alandroal,Município,06. Curso técnico superior profissional,,,x, euros,
2013,Alandroal,Município,07. Bacharelato,,,, euros,1073.0
2013,Alandroal,Município,08. Licenciatura,,,, euros,1409.9
2013,Alandroal,Município,09. Mestrado,,,..., euros,
2013,Alandroal,Município,10. Doutoramento,,,-, euros,
2013,Alandroal,Município,Total,,,, euros,837.4
2013,Albergaria-a-Velha,Município,01. Inferior ao 1.º ciclo,,,, euros,667.3
2013,Albergaria-a-Velha,Município,02. Básico - 1º Ciclo,,,, euros,775.3
2013,Albergaria-a-Velha,Município,03. Básico - 2º Ciclo,,,, euros,829.5
2013,Albergaria-a-Velha,Município,04. Básico - 3º Ciclo,,,, euros,837.9
2013,Albergaria-a-Velha,Município,05. Secundário,,,, euros,978.0
2013,Albergaria-a-Velha,Município,06. Curso técnico superior profissional,,,x, euros,
2013,Albergaria-a-Velha,Município,07. Bacharelato,,,, euros,1563.0
2013,Albergaria-a-Velha,Município,08. Licenciatura,,,, euros,1556.1
2013,Albergaria-a-Velha,Município,09. Mestrado,,,, euros,1407.4
2013,Albergaria-a-Velha,Município,10. Doutoramento,,,, euros,1642.9
2013,Albergaria-a-Velha,Município,Total,,,, euros,949.4
2013,Albufeira,Município,01. Inferior ao 1.º ciclo,,,, euros,627.0
2013,Albufeira,Município,02. Básico - 1º Ciclo,,,, euros,759.7
2013,Albufeira,Município,03. Básico - 2º Ciclo,,,, euros,795.8
2013,Albufeira,Município,04. Básico - 3º Ciclo,,,, euros,801.5
2013,Albufeira,Município,05. Secundário,,,, euros,952.4
2013,Albufeira,Município,06. Curso técnico superior profissional,,,x, euros,
2013,Albufeira,Município,07. Bacharelato,,,, euros,1474.8
2013,Albufeira,Município,08. Licenciatura,,,, euros,1255.0
2013,Albufeira,Município,09. Mestrado,,,, euros,1486.8
2013,Albufeira,Município,10. Doutoramento,,,..., euros,
2013,Albufeira,Município,Total,,,, euros,878.1
2013,Alcácer do Sal,Município,01. Inferior ao 1.º ciclo,,,, euros,728.6
2013,Alcácer do Sal,Município,02. Básico - 1º Ciclo,,,, euros,757.1
2013,Alcácer do Sal,Município,03. Básico - 2º Ciclo,,,, euros,815.0
2013,Alcácer do Sal,Município,04. Básico - 3º Ciclo,,,, euros,799.7
2013,Alcácer do Sal,Município,05. Secundário,,,, euros,934.4
2013,Alcácer do Sal,Município,06. Curso técnico superior profissional,,,x, euros,
2013,Alcácer do Sal,Município,07. Bacharelato,,,, euros,1357.5
2013,Alcácer do Sal,Município,08. Licenciatura,,,, euros,1550.0
2013,Alcácer do Sal,Município,09. Mestrado,,,, euros,3465.4
2013,Alcácer do Sal,Município,10. Doutoramento,,,-, euros,
2013,Alcácer do Sal,Município,Total,,,, euros,900.5
2013,Alcanena,Município,01. Inferior ao 1.º ciclo,,,, euros,865.3
2013,Alcanena,Município,02. Básico - 1º Ciclo,,,, euros,777.8
2013,Alcanena,Município,03. Básico - 2º Ciclo,,,, euros,833.9
2013,Alcanena,Município,04. Básico - 3º Ciclo,,,, euros,873.2
2013,Alcanena,Município,05. Secundário,,,, euros,1011.5
2013,Alcanena,Município,06. Curso técnico superior profissional,,,x, euros,
2013,Alcanena,Município,07. Bacharelato,,,, euros,1497.2
2013,Alcanena,Município,08. Licenciatura,,,, euros,1637.3
2013,Alcanena,Município,09. Mestrado,,,, euros,1386.9
2013,Alcanena,Município,10. Doutoramento,,,..., euros,
2013,Alcanena,Município,Total,,,, euros,985.2
2013,Alcobaça,Município,01. Inferior ao 1.º ciclo,,,, euros,714.3
2013,Alcobaça,Município,02. Básico - 1º Ciclo,,,, euros,765.1
2013,Alcobaça,Município,03. Básico - 2º Ciclo,,,, euros,782.0
2013,Alcobaça,Município,04. Básico - 3º Ciclo,,,, euros,790.7
2013,Alcobaça,Município,05. Secundário,,,, euros,883.5
2013,Alcobaça,Município,06. Curso técnico superior profissional,,,x, euros,
2013,Alcobaça,Município,07. Bacharelato,,,, euros,1298.5
2013,Alcobaça,Município,08. Licenciatura,,,, euros,1381.4
2013,Alcobaça,Município,09. Mestrado,,,, euros,1100.6
2013,Alcobaça,Município,10. Doutoramento,,,, euros,1105.0
2013,Alcobaça,Município,Total,,,, euros,866.7
2013,Alcochete,Município,01. Inferior ao 1.º ciclo,,,, euros,660.0
2013,Alcochete,Município,02. Básico - 1º Ciclo,,,, euros,1462.3
2013,Alcochete,Município,03. Básico - 2º Ciclo,,,, euros,913.5
2013,Alcochete,Município,04. Básico - 3º Ciclo,,,, euros,1120.1
2013,Alcochete,Município,05. Secundário,,,, euros,1957.1
2013,Alcochete,Município,06. Curso técnico superior profissional,,,x, euros,
2013,Alcochete,Município,07. Bacharelato,,,, euros,2081.0
2013,Alcochete,Município,08. Licenciatura,,,, euros,2177.8
2013,Alcochete,Município,09. Mestrado,,,, euros,1594.0
2013,Alcochete,Município,10. Doutoramento,,,..., euros,
2013,Alcochete,Município,Total,,,, euros,1542.2
2013,Alcoutim,Município,01. Inferior ao 1.º ciclo,,,..., euros,
2013,Alcoutim,Município,02. Básico - 1º Ciclo,,,, euros,627.0
2013,Alcoutim,Município,03. Básico - 2º Ciclo,,,, euros,624.6
2013,Alcoutim,Município,04. Básico - 3º Ciclo,,,, euros,734.3
2013,Alcoutim,Município,05. Secundário,,,, euros,857.9
2013,Alcoutim,Município,06. Curso técnico superior profissional,,,x, euros,
2013,Alcoutim,Município,07. Bacharelato,,,..., euros,
2013,Alcoutim,Município,08. Licenciatura,,,, euros,1354.6
2013,Alcoutim,Município,09. Mestrado,,,-, euros,
2013,Alcoutim,Município,10. Doutoramento,,,-, euros,
2013,Alcoutim,Município,Total,,,, euros,768.1
2013,Alenquer,Município,01. Inferior ao 1.º ciclo,,,, euros,777.2
2013,Alenquer,Município,02. Básico - 1º Ciclo,,,, euros,840.6
2013,Alenquer,Município,03. Básico - 2º Ciclo,,,, euros,879.5
2013,Alenquer,Município,04. Básico - 3º Ciclo,,,, euros,920.3
2013,Alenquer,Município,05. Secundário,,,, euros,1070.9
2013,Alenquer,Município,06. Curso técnico superior profissional,,,x, euros,
2013,Alenquer,Município,07. Bacharelato,,,, euros,2134.7
2013,Alenquer,Município,08. Licenciatura,,,, euros,1994.3
2013,Alenquer,Município,09. Mestrado,,,, euros,1986.8
2013,Alenquer,Município,10. Doutoramento,,,, euros,1919.8
2013,Alenquer,Município,Total,,,, euros,1058.5
2013,Alfândega da Fé,Município,01. Inferior ao 1.º ciclo,,,..., euros,
2013,Alfândega da Fé,Município,02. Básico - 1º Ciclo,,,, euros,624.3
2013,Alfândega da Fé,Município,03. Básico - 2º Ciclo,,,, euros,679.6
2013,Alfândega da Fé,Município,04. Básico - 3º Ciclo,,,, euros,726.1
2013,Alfândega da Fé,Município,05. Secundário,,,, euros,716.5
2013,Alfândega da Fé,Município,06. Curso técnico superior profissional,,,x, euros,
2013,Alfândega da Fé,Município,07. Bacharelato,,,, euros,1322.8
2013,Alfândega da Fé,Município,08. Licenciatura,,,, euros,993.3
2013,Alfândega da Fé,Município,09. Mestrado,,,, euros,1396.0
2013,Alfândega da Fé,Município,10. Doutoramento,,,-, euros,
2013,Alfândega da Fé,Município,Total,,,, euros,751.1
2013,Alijó,Município,01. Inferior ao 1.º ciclo,,,, euros,842.2
2013,Alijó,Município,02. Básico - 1º Ciclo,,,, euros,787.7
2013,Alijó,Município,03. Básico - 2º Ciclo,,,, euros,765.3
2013,Alijó,Município,04. Básico - 3º Ciclo,,,, euros,737.4
2013,Alijó,Município,05. Secundário,,,, euros,886.9
2013,Alijó,Município,06. Curso técnico superior profissional,,,x, euros,
2013,Alijó,Município,07. Bacharelato,,,, euros,1549.2
2013,Alijó,Município,08. Licenciatura,,,, euros,1484.4
2013,Alijó,Município,09. Mestrado,,,, euros,1532.9
2013,Alijó,Município,10. Doutoramento,,,-, euros,
2013,Alijó,Município,Total,,,, euros,885.5
2013,Aljezur,Município,01. Inferior ao 1.º ciclo,,,..., euros,
2013,Aljezur,Município,02. Básico - 1º Ciclo,,,, euros,659.2
2013,Aljezur,Município,03. Básico - 2º Ciclo,,,, euros,698.0
2013,Aljezur,Município,04. Básico - 3º Ciclo,,,, euros,828.8
2013,Aljezur,Município,05. Secundário,,,, euros,842.7
2013,Aljezur,Município,06. Curso técnico superior profissional,,,x, euros,
2013,Aljezur,Município,07. Bacharelato,,,, euros,1009.7
2013,Aljezur,Município,08. Licenciatura,,,, euros,1072.8
2013,Aljezur,Município,09. Mestrado,,,..., euros,
2013,Aljezur,Município,10. Doutoramento,,,..., euros,
2013,Aljezur,Município,Total,,,, euros,808.8
2013,Aljustrel,Município,01. Inferior ao 1.º ciclo,,,, euros,759.6
2013,Aljustrel,Município,02. Básico - 1º Ciclo,,,, euros,922.0
2013,Aljustrel,Município,03. Básico - 2º Ciclo,,,, euros,939.0
2013,Aljustrel,Município,04. Básico - 3º Ciclo,,,, euros,953.9
2013,Aljustrel,Município,05. Secundário,,,, euros,963.6
2013,Aljustrel,Município,06. Curso técnico superior profissional,,,x, euros,
2013,Aljustrel,Município,07. Bacharelato,,,, euros,1602.5
2013,Aljustrel,Município,08. Licenciatura,,,, euros,1652.1
2013,Aljustrel,Município,09. Mestrado,,,, euros,1452.5
2013,Aljustrel,Município,10. Doutoramento,,,-, euros,
2013,Aljustrel,Município,Total,,,, euros,1038.8
2013,Almada,Município,01. Inferior ao 1.º ciclo,,,, euros,652.7
2013,Almada,Município,02. Básico - 1º Ciclo,,,, euros,746.6
2013,Almada,Município,03. Básico - 2º Ciclo,,,, euros,778.2
2013,Almada,Município,04. Básico - 3º Ciclo,,,, euros,825.2
2013,Almada,Município,05. Secundário,,,, euros,986.2
2013,Almada,Município,06. Curso técnico superior profissional,,,x, euros,
2013,Almada,Município,07. Bacharelato,,,, euros,1421.0
2013,Almada,Município,08. Licenciatura,,,, euros,1696.3
2013,Almada,Município,09. Mestrado,,,, euros,1776.9
2013,Almada,Município,10. Doutoramento,,,, euros,2026.0
2013,Almada,Município,Total,,,, euros,1029.1
2013,Almeida,Município,01. Inferior ao 1.º ciclo,,,, euros,632.4
2013,Almeida,Município,02. Básico - 1º Ciclo,,,, euros,643.6
2013,Almeida,Município,03. Básico - 2º Ciclo,,,, euros,713.6
2013,Almeida,Município,04. Básico - 3º Ciclo,,,, euros,717.6
2013,Almeida,Município,05. Secundário,,,, euros,845.8
2013,Almeida,Município,06. Curso técnico superior profissional,,,x, euros,
2013,Almeida,Município,07. Bacharelato,,,, euros,1246.5
2013,Almeida,Município,08. Licenciatura,,,, euros,1100.2
2013,Almeida,Município,09. Mestrado,,,-, euros,
2013,Almeida,Município,10. Doutoramento,,,-, euros,
2013,Almeida,Município,Total,,,, euros,764.7
2013,Almeirim,Município,01. Inferior ao 1.º ciclo,,,, euros,766.2
2013,Almeirim,Município,02. Básico - 1º Ciclo,,,, euros,757.2
2013,Almeirim,Município,03. Básico - 2º Ciclo,,,, euros,754.9
2013,Almeirim,Município,04. Básico - 3º Ciclo,,,, euros,806.3
2013,Almeirim,Município,05. Secundário,,,, euros,944.1
2013,Almeirim,Município,06. Curso técnico superior profissional,,,x, euros,
2013,Almeirim,Município,07. Bacharelato,,,, euros,1243.9
2013,Almeirim,Município,08. Licenciatura,,,, euros,1427.2
2013,Almeirim,Município,09. Mestrado,,,, euros,1183.2
2013,Almeirim,Município,10. Doutoramento,,,-, euros,
2013,Almeirim,Município,Total,,,, euros,889.8
2013,Almodôvar,Município,01. Inferior ao 1.º ciclo,,,, euros,580.1
2013,Almodôvar,Município,02. Básico - 1º Ciclo,,,, euros,632.2
2013,Almodôvar,Município,03. Básico - 2º Ciclo,,,, euros,743.2
2013,Almodôvar,Município,04. Básico - 3º Ciclo,,,, euros,734.3
2013,Almodôvar,Município,05. Secundário,,,, euros,900.5
2013,Almodôvar,Município,06. Curso técnico superior profissional,,,x, euros,
2013,Almodôvar,Município,07. Bacharelato,,,, euros,981.5
2013,Almodôvar,Município,08. Licenciatura,,,, euros,1344.4
2013,Almodôvar,Município,09. Mestrado,,,, euros,1591.3
2013,Almodôvar,Município,10. Doutoramento,,,-, euros,
2013,Almodôvar,Município,Total,,,, euros,799.1
2013,Alpiarça,Município,01. Inferior ao 1.º ciclo,,,, euros,755.6
2013,Alpiarça,Município,02. Básico - 1º Ciclo,,,, euros,707.5
2013,Alpiarça,Município,03. Básico - 2º Ciclo,,,, euros,735.5
2013,Alpiarça,Município,04. Básico - 3º Ciclo,,,, euros,757.4
2013,Alpiarça,Município,05. Secundário,,,, euros,893.9
2013,Alpiarça,Município,06. Curso técnico superior profissional,,,x, euros,
2013,Alpiarça,Município,07. Bacharelato,,,, euros,1603.0
2013,Alpiarça,Município,08. Licenciatura,,,, euros,1642.7
2013,Alpiarça,Município,09. Mestrado,,,, euros,926.9
2013,Alpiarça,Município,10. Doutoramento,,,-, euros,
2013,Alpiarça,Município,Total,,,, euros,897.4
2013,Alter do Chão,Município,01. Inferior ao 1.º ciclo,,,, euros,718.9
2013,Alter do Chão,Município,02. Básico - 1º Ciclo,,,, euros,761.2
2013,Alter do Chão,Município,03. Básico - 2º Ciclo,,,, euros,717.6
2013,Alter do Chão,Município,04. Básico - 3º Ciclo,,,, euros,668.9
2013,Alter do Chão,Município,05. Secundário,,,, euros,831.1
2013,Alter do Chão,Município,06. Curso técnico superior profissional,,,x, euros,
2013,Alter do Chão,Município,07. Bacharelato,,,, euros,1834.3
2013,Alter do Chão,Município,08. Licenciatura,,,, euros,1209.2
2013,Alter do Chão,Município,09. Mestrado,,,..., euros,
2013,Alter do Chão,Município,10. Doutoramento,,,-, euros,
2013,Alter do Chão,Município,Total,,,, euros,790.8
2013,Alvaiázere,Município,01. Inferior ao 1.º ciclo,,,, euros,562.7
2013,Alvaiázere,Município,02. Básico - 1º Ciclo,,,, euros,709.8
2013,Alvaiázere,Município,03. Básico - 2º Ciclo,,,, euros,809.5
2013,Alvaiázere,Município,04. Básico - 3º Ciclo,,,, euros,763.7
2013,Alvaiázere,Município,05. Secundário,,,, euros,799.3
2013,Alvaiázere,Município,06. Curso técnico superior profissional,,,x, euros,
2013,Alvaiázere,Município,07. Bacharelato,,,, euros,965.1
2013,Alvaiázere,Município,08. Licenciatura,,,, euros,1104.1
2013,Alvaiázere,Município,09. Mestrado,,,..., euros,
2013,Alvaiázere,Município,10. Doutoramento,,,..., euros,
2013,Alvaiázere,Município,Total,,,, euros,793.2
2013,Alvito,Município,01. Inferior ao 1.º ciclo,,,..., euros,
2013,Alvito,Município,02. Básico - 1º Ciclo,,,, euros,835.7
2013,Alvito,Município,03. Básico - 2º Ciclo,,,, euros,828.5
2013,Alvito,Município,04. Básico - 3º Ciclo,,,, euros,854.5
2013,Alvito,Município,05. Secundário,,,, euros,992.7
2013,Alvito,Município,06. Curso técnico superior profissional,,,x, euros,
2013,Alvito,Município,07. Bacharelato,,,-, euros,
2013,Alvito,Município,08. Licenciatura,,,, euros,1570.3
2013,Alvito,Município,09. Mestrado,,,-, euros,
2013,Alvito,Município,10. Doutoramento,,,-, euros,
2013,Alvito,Município,Total,,,, euros,970.5
2013,Amadora,Município,01. Inferior ao 1.º ciclo,,,, euros,668.3
2013,Amadora,Município,02. Básico - 1º Ciclo,,,, euros,713.4
2013,Amadora,Município,03. Básico - 2º Ciclo,,,, euros,780.4
2013,Amadora,Município,04. Básico - 3º Ciclo,,,, euros,857.2
2013,Amadora,Município,05. Secundário,,,, euros,1190.2
2013,Amadora,Município,06. Curso técnico superior profissional,,,x, euros,
2013,Amadora,Município,07. Bacharelato,,,, euros,2041.1
2013,Amadora,Município,08. Licenciatura,,,, euros,2131.3
2013,Amadora,Município,09. Mestrado,,,, euros,2414.6
2013,Amadora,Município,10. Doutoramento,,,, euros,2176.6
2013,Amadora,Município,Total,,,, euros,1270.3
2013,Amarante,Município,01. Inferior ao 1.º ciclo,,,, euros,658.0
2013,Amarante,Município,02. Básico - 1º Ciclo,,,, euros,749.0
2013,Amarante,Município,03. Básico - 2º Ciclo,,,, euros,727.2
2013,Amarante,Município,04. Básico - 3º Ciclo,,,, euros,740.1
2013,Amarante,Município,05. Secundário,,,, euros,848.1
2013,Amarante,Município,06. Curso técnico superior profissional,,,x, euros,
2013,Amarante,Município,07. Bacharelato,,,, euros,1355.8
2013,Amarante,Município,08. Licenciatura,,,, euros,1551.3
2013,Amarante,Município,09. Mestrado,,,, euros,1248.1
2013,Amarante,Município,10. Doutoramento,,,, euros,883.0
2013,Amarante,Município,Total,,,, euros,845.7
2013,Amares,Município,01. Inferior ao 1.º ciclo,,,, euros,622.3
2013,Amares,Município,02. Básico - 1º Ciclo,,,, euros,725.8
2013,Amares,Município,03. Básico - 2º Ciclo,,,, euros,750.1
2013,Amares,Município,04. Básico - 3º Ciclo,,,, euros,820.9
2013,Amares,Município,05. Secundário,,,, euros,907.9
2013,Amares,Município,06. Curso técnico superior profissional,,,x, euros,
2013,Amares,Município,07. Bacharelato,,,, euros,981.1
2013,Amares,Município,08. Licenciatura,,,, euros,1164.3
2013,Amares,Município,09. Mestrado,,,, euros,1128.5
2013,Amares,Município,10. Doutoramento,,,..., euros,
2013,Amares,Município,Total,,,, euros,826.1
2013,Anadia,Município,01. Inferior ao 1.º ciclo,,,, euros,747.9
2013,Anadia,Município,02. Básico - 1º Ciclo,,,, euros,784.5
2013,Anadia,Município,03. Básico - 2º Ciclo,,,, euros,827.5
2013,Anadia,Município,04. Básico - 3º Ciclo,,,, euros,792.3
2013,Anadia,Município,05. Secundário,,,, euros,897.8
2013,Anadia,Município,06. Curso técnico superior profissional,,,x, euros,
