01. Ano,02. Nome Região (Portugal),03. Indicador,04. Filtro 1,05. Filtro 2,06. Filtro 3,07. Escala,08. Símbolo,09. Valor
2011,Portugal,Ganho médio mensal,Homens,25 - 34 anos,, euros,,1014.6
2011,Portugal,Ganho médio mensal,Homens,35 - 44 anos,, euros,,1269.6
2011,Portugal,Ganho médio mensal,Homens,45 - 54 anos,, euros,,1348.8
2011,Portugal,Ganho médio mensal,Homens,55 - 64 anos,, euros,,1419.2
2011,Portugal,Ganho médio mensal,Homens,65 ou mais anos,, euros,,1465.1
2011,Portugal,Ganho médio mensal,Homens,Desconhecido,, euros,,1642.7
2011,Portugal,Ganho médio mensal,Homens,Menos de 18 anos,, euros,,605.5
2011,Portugal,Ganho médio mensal,Homens,Total,, euros,,1196.2
2011,Portugal,Ganho médio mensal,Mulheres,18 - 24 anos,, euros,,679.0
2011,Portugal,Ganho médio mensal,Mulheres,25 - 34 anos,, euros,,905.9
2011,Portugal,Ganho médio mensal,Mulheres,35 - 44 anos,, euros,,1021.4
2011,Portugal,Ganho médio mensal,Mulheres,45 - 54 anos,, euros,,969.9
2011,Portugal,Ganho médio mensal,Mulheres,55 - 64 anos,, euros,,968.3
2011,Portugal,Ganho médio mensal,Mulheres,65 ou mais anos,, euros,,1004.7
2011,Portugal,Ganho médio mensal,Mulheres,Desconhecido,, euros,,1025.4
2011,Portugal,Ganho médio mensal,Mulheres,Menos de 18 anos,, euros,,534.9
2011,Portugal,Ganho médio mensal,Mulheres,Total,, euros,,946.7
2011,Portugal,Ganho médio mensal,Total,18 - 24 anos,, euros,,715.9
2011,Portugal,Ganho médio mensal,Total,25 - 34 anos,, euros,,963.3
2011,Portugal,Ganho médio mensal,Total,35 - 44 anos,, euros,,1155.9
2011,Portugal,Ganho médio mensal,Total,45 - 54 anos,, euros,,1184.7
2011,Portugal,Ganho médio mensal,Total,55 - 64 anos,, euros,,1246.3
2011,Portugal,Ganho médio mensal,Total,65 ou mais anos,, euros,,1319.0
2011,Portugal,Ganho médio mensal,Total,Desconhecido,, euros,,1437.2
2011,Portugal,Ganho médio mensal,Total,Menos de 18 anos,, euros,,585.6
2011,Portugal,Ganho médio mensal,Total,Total,, euros,,1084.6
2012,Portugal,Ganho médio mensal,Homens,18 - 24 anos,, euros,,766.5
2012,Portugal,Ganho médio mensal,Homens,25 - 34 anos,, euros,,1004.2
2012,Portugal,Ganho médio mensal,Homens,35 - 44 anos,, euros,,1279.6
2012,Portugal,Ganho médio mensal,Homens,45 - 54 anos,, euros,,1362.7
2012,Portugal,Ganho médio mensal,Homens,55 - 64 anos,, euros,,1456.9
2012,Portugal,Ganho médio mensal,Homens,65 ou mais anos,, euros,,1568.9
2012,Portugal,Ganho médio mensal,Homens,Desconhecido,, euros,,1640.2
2012,Portugal,Ganho médio mensal,Homens,Menos de 18 anos,, euros,,592.1
2012,Portugal,Ganho médio mensal,Homens,Total,, euros,,1213.0
2012,Portugal,Ganho médio mensal,Mulheres,18 - 24 anos,, euros,,673.3
2012,Portugal,Ganho médio mensal,Mulheres,25 - 34 anos,, euros,,900.4
2012,Portugal,Ganho médio mensal,Mulheres,35 - 44 anos,, euros,,1035.7
2012,Portugal,Ganho médio mensal,Mulheres,45 - 54 anos,, euros,,979.5
2012,Portugal,Ganho médio mensal,Mulheres,55 - 64 anos,, euros,,976.0
2012,Portugal,Ganho médio mensal,Mulheres,65 ou mais anos,, euros,,1023.9
2012,Portugal,Ganho médio mensal,Mulheres,Desconhecido,, euros,,1025.9
2012,Portugal,Ganho médio mensal,Mulheres,Menos de 18 anos,, euros,,546.4
2012,Portugal,Ganho médio mensal,Mulheres,Total,, euros,,956.5
2012,Portugal,Ganho médio mensal,Total,18 - 24 anos,, euros,,725.4
2012,Portugal,Ganho médio mensal,Total,25 - 34 anos,, euros,,954.5
2012,Portugal,Ganho médio mensal,Total,35 - 44 anos,, euros,,1165.4
2012,Portugal,Ganho médio mensal,Total,45 - 54 anos,, euros,,1190.9
2012,Portugal,Ganho médio mensal,Total,55 - 64 anos,, euros,,1263.2
2012,Portugal,Ganho médio mensal,Total,65 ou mais anos,, euros,,1384.9
2012,Portugal,Ganho médio mensal,Total,Desconhecido,, euros,,1428.7
2012,Portugal,Ganho médio mensal,Total,Menos de 18 anos,, euros,,579.5
2012,Portugal,Ganho médio mensal,Total,Total,, euros,,1095.6
2013,Portugal,Ganho médio mensal,Homens,18 - 24 anos,, euros,,753.1
2013,Portugal,Ganho médio mensal,Homens,25 - 34 anos,, euros,,990.3
2013,Portugal,Ganho médio mensal,Homens,35 - 44 anos,, euros,,1270.1
2013,Portugal,Ganho médio mensal,Homens,45 - 54 anos,, euros,,1357.1
2013,Portugal,Ganho médio mensal,Homens,55 - 64 anos,, euros,,1450.4
2013,Portugal,Ganho médio mensal,Homens,65 ou mais anos,, euros,,1552.9
2013,Portugal,Ganho médio mensal,Homens,Desconhecido,, euros,,1743.5
2013,Portugal,Ganho médio mensal,Homens,Menos de 18 anos,, euros,,652.4
2013,Portugal,Ganho médio mensal,Homens,Total,, euros,,1209.2
2013,Portugal,Ganho médio mensal,Mulheres,18 - 24 anos,, euros,,666.2
2013,Portugal,Ganho médio mensal,Mulheres,25 - 34 anos,, euros,,887.7
2013,Portugal,Ganho médio mensal,Mulheres,35 - 44 anos,, euros,,1040.2
2013,Portugal,Ganho médio mensal,Mulheres,45 - 54 anos,, euros,,985.6
2013,Portugal,Ganho médio mensal,Mulheres,55 - 64 anos,, euros,,975.2
2013,Portugal,Ganho médio mensal,Mulheres,65 ou mais anos,, euros,,1027.8
2013,Portugal,Ganho médio mensal,Mulheres,Desconhecido,, euros,,1191.5
2013,Portugal,Ganho médio mensal,Mulheres,Menos de 18 anos,, euros,,574.5
2013,Portugal,Ganho médio mensal,Mulheres,Total,, euros,,958.1
2013,Portugal,Ganho médio mensal,Total,18 - 24 anos,, euros,,715.3
2013,Portugal,Ganho médio mensal,Total,25 - 34 anos,, euros,,941.2
2013,Portugal,Ganho médio mensal,Total,35 - 44 anos,, euros,,1161.8
2013,Portugal,Ganho médio mensal,Total,45 - 54 anos,, euros,,1188.9
2013,Portugal,Ganho médio mensal,Total,55 - 64 anos,, euros,,1256.0
2013,Portugal,Ganho médio mensal,Total,65 ou mais anos,, euros,,1372.7
2013,Portugal,Ganho médio mensal,Total,Desconhecido,, euros,,1576.0
2013,Portugal,Ganho médio mensal,Total,Menos de 18 anos,, euros,,626.5
2013,Portugal,Ganho médio mensal,Total,Total,, euros,,1093.8
2014,Portugal,Ganho médio mensal,Homens,18 - 24 anos,, euros,,752.9
2014,Portugal,Ganho médio mensal,Homens,25 - 34 anos,, euros,,979.4
2014,Portugal,Ganho médio mensal,Homens,35 - 44 anos,, euros,,1263.3
2014,Portugal,Ganho médio mensal,Homens,45 - 54 anos,, euros,,1345.8
2014,Portugal,Ganho médio mensal,Homens,55 - 64 anos,, euros,,1431.9
2014,Portugal,Ganho médio mensal,Homens,65 ou mais anos,, euros,,1528.7
2014,Portugal,Ganho médio mensal,Homens,Desconhecido,, euros,,1777.6
2014,Portugal,Ganho médio mensal,Homens,Menos de 18 anos,, euros,,837.3
2014,Portugal,Ganho médio mensal,Homens,Total,, euros,,1203.3
2014,Portugal,Ganho médio mensal,Mulheres,18 - 24 anos,, euros,,675.0
2014,Portugal,Ganho médio mensal,Mulheres,25 - 34 anos,, euros,,884.4
2014,Portugal,Ganho médio mensal,Mulheres,35 - 44 anos,, euros,,1046.0
2014,Portugal,Ganho médio mensal,Mulheres,45 - 54 anos,, euros,,992.2
2014,Portugal,Ganho médio mensal,Mulheres,55 - 64 anos,, euros,,983.5
2014,Portugal,Ganho médio mensal,Mulheres,65 ou mais anos,, euros,,986.9
2014,Portugal,Ganho médio mensal,Mulheres,Desconhecido,, euros,,1172.6
2014,Portugal,Ganho médio mensal,Mulheres,Menos de 18 anos,, euros,,590.6
2014,Portugal,Ganho médio mensal,Mulheres,Total,, euros,,963.1
2014,Portugal,Ganho médio mensal,Total,18 - 24 anos,, euros,,719.2
2014,Portugal,Ganho médio mensal,Total,25 - 34 anos,, euros,,934.3
2014,Portugal,Ganho médio mensal,Total,35 - 44 anos,, euros,,1161.1
2014,Portugal,Ganho médio mensal,Total,45 - 54 anos,, euros,,1185.2
2014,Portugal,Ganho médio mensal,Total,55 - 64 anos,, euros,,1246.4
2014,Portugal,Ganho médio mensal,Total,65 ou mais anos,, euros,,1328.6
2014,Portugal,Ganho médio mensal,Total,Desconhecido,, euros,,1575.8
2014,Portugal,Ganho médio mensal,Total,Menos de 18 anos,, euros,,752.9
2014,Portugal,Ganho médio mensal,Total,Total,, euros,,1093.2
2015,Portugal,Ganho médio mensal,Homens,18 - 24 anos,, euros,,769.0
2015,Portugal,Ganho médio mensal,Homens,25 - 34 anos,, euros,,989.0
2015,Portugal,Ganho médio mensal,Homens,35 - 44 anos,, euros,,1261.0
2015,Portugal,Ganho médio mensal,Homens,45 - 54 anos,, euros,,1348.1
2015,Portugal,Ganho médio mensal,Homens,55 - 64 anos,, euros,,1425.1
2015,Portugal,Ganho médio mensal,Homens,65 ou mais anos,, euros,,1547.2
2015,Portugal,Ganho médio mensal,Homens,Desconhecido,, euros,,1696.3
2015,Portugal,Ganho médio mensal,Homens,Menos de 18 anos,, euros,,767.9
2015,Portugal,Ganho médio mensal,Homens,Total,, euros,,1207.8
2015,Portugal,Ganho médio mensal,Mulheres,18 - 24 anos,, euros,,688.0
2015,Portugal,Ganho médio mensal,Mulheres,25 - 34 anos,, euros,,884.4
2015,Portugal,Ganho médio mensal,Mulheres,35 - 44 anos,, euros,,1047.8
2015,Portugal,Ganho médio mensal,Mulheres,45 - 54 anos,, euros,,999.8
2015,Portugal,Ganho médio mensal,Mulheres,55 - 64 anos,, euros,,987.1
2015,Portugal,Ganho médio mensal,Mulheres,65 ou mais anos,, euros,,1010.3
2015,Portugal,Ganho médio mensal,Mulheres,Desconhecido,, euros,,1224.6
2015,Portugal,Ganho médio mensal,Mulheres,Menos de 18 anos,, euros,,590.9
2015,Portugal,Ganho médio mensal,Mulheres,Total,, euros,,966.9
2015,Portugal,Ganho médio mensal,Total,18 - 24 anos,, euros,,733.7
2015,Portugal,Ganho médio mensal,Total,25 - 34 anos,, euros,,939.2
2015,Portugal,Ganho médio mensal,Total,35 - 44 anos,, euros,,1159.9
2015,Portugal,Ganho médio mensal,Total,45 - 54 anos,, euros,,1188.7
2015,Portugal,Ganho médio mensal,Total,55 - 64 anos,, euros,,1241.8
2015,Portugal,Ganho médio mensal,Total,65 ou mais anos,, euros,,1341.6
2015,Portugal,Ganho médio mensal,Total,Desconhecido,, euros,,1535.4
2015,Portugal,Ganho médio mensal,Total,Menos de 18 anos,, euros,,711.9
2015,Portugal,Ganho médio mensal,Total,Total,, euros,,1096.7
2016,Portugal,Ganho médio mensal,Homens,18 - 24 anos,, euros,,785.6
2016,Portugal,Ganho médio mensal,Homens,25 - 34 anos,, euros,,1002.8
2016,Portugal,Ganho médio mensal,Homens,35 - 44 anos,, euros,,1266.9
2016,Portugal,Ganho médio mensal,Homens,45 - 54 anos,, euros,,1355.0
2016,Portugal,Ganho médio mensal,Homens,55 - 64 anos,, euros,,1411.3
2016,Portugal,Ganho médio mensal,Homens,65 ou mais anos,, euros,,1537.9
2016,Portugal,Ganho médio mensal,Homens,Desconhecido,, euros,,1736.8
2016,Portugal,Ganho médio mensal,Homens,Menos de 18 anos,, euros,,814.5
2016,Portugal,Ganho médio mensal,Homens,Total,, euros,,1215.1
2016,Portugal,Ganho médio mensal,Mulheres,18 - 24 anos,, euros,,711.7
2016,Portugal,Ganho médio mensal,Mulheres,25 - 34 anos,, euros,,900.4
2016,Portugal,Ganho médio mensal,Mulheres,35 - 44 anos,, euros,,1060.7
2016,Portugal,Ganho médio mensal,Mulheres,45 - 54 anos,, euros,,1022.1
2016,Portugal,Ganho médio mensal,Mulheres,55 - 64 anos,, euros,,991.9
2016,Portugal,Ganho médio mensal,Mulheres,65 ou mais anos,, euros,,1024.6
2016,Portugal,Ganho médio mensal,Mulheres,Desconhecido,, euros,,1197.7
2016,Portugal,Ganho médio mensal,Mulheres,Menos de 18 anos,, euros,,620.2
2016,Portugal,Ganho médio mensal,Mulheres,Total,, euros,,982.5
2016,Portugal,Ganho médio mensal,Total,18 - 24 anos,, euros,,753.4
2016,Portugal,Ganho médio mensal,Total,25 - 34 anos,, euros,,954.3
2016,Portugal,Ganho médio mensal,Total,35 - 44 anos,, euros,,1169.0
2016,Portugal,Ganho médio mensal,Total,45 - 54 anos,, euros,,1202.1
2016,Portugal,Ganho médio mensal,Total,55 - 64 anos,, euros,,1234.0
2016,Portugal,Ganho médio mensal,Total,65 ou mais anos,, euros,,1337.6
2016,Portugal,Ganho médio mensal,Total,Desconhecido,, euros,,1559.8
2016,Portugal,Ganho médio mensal,Total,Menos de 18 anos,, euros,,759.2
2016,Portugal,Ganho médio mensal,Total,Total,, euros,,1107.9
2017,Portugal,Ganho médio mensal,Homens,18 - 24 anos,, euros,,818.3
2017,Portugal,Ganho médio mensal,Homens,25 - 34 anos,, euros,,1040.4
2017,Portugal,Ganho médio mensal,Homens,35 - 44 anos,, euros,,1285.2
2017,Portugal,Ganho médio mensal,Homens,45 - 54 anos,, euros,,1376.4
2017,Portugal,Ganho médio mensal,Homens,55 - 64 anos,, euros,,1401.3
2017,Portugal,Ganho médio mensal,Homens,65 ou mais anos,, euros,,1547.8
2017,Portugal,Ganho médio mensal,Homens,Desconhecido,, euros,,1791.3
2017,Portugal,Ganho médio mensal,Homens,Menos de 18 anos,, euros,,805.1
2017,Portugal,Ganho médio mensal,Homens,Total,, euros,,1236.9
2017,Portugal,Ganho médio mensal,Mulheres,18 - 24 anos,, euros,,749.4
2017,Portugal,Ganho médio mensal,Mulheres,25 - 34 anos,, euros,,931.1
2017,Portugal,Ganho médio mensal,Mulheres,35 - 44 anos,, euros,,1087.8
2017,Portugal,Ganho médio mensal,Mulheres,45 - 54 anos,, euros,,1056.3
2017,Portugal,Ganho médio mensal,Mulheres,55 - 64 anos,, euros,,1011.0
2017,Portugal,Ganho médio mensal,Mulheres,65 ou mais anos,, euros,,1018.2
2017,Portugal,Ganho médio mensal,Mulheres,Desconhecido,, euros,,1262.1
2017,Portugal,Ganho médio mensal,Mulheres,Menos de 18 anos,, euros,,647.8
2017,Portugal,Ganho médio mensal,Mulheres,Total,, euros,,1011.0
2017,Portugal,Ganho médio mensal,Total,18 - 24 anos,, euros,,788.3
2017,Portugal,Ganho médio mensal,Total,25 - 34 anos,, euros,,989.2
2017,Portugal,Ganho médio mensal,Total,35 - 44 anos,, euros,,1191.7
2017,Portugal,Ganho médio mensal,Total,45 - 54 anos,, euros,,1229.8
2017,Portugal,Ganho médio mensal,Total,55 - 64 anos,, euros,,1237.2
2017,Portugal,Ganho médio mensal,Total,65 ou mais anos,, euros,,1346.8
2017,Portugal,Ganho médio mensal,Total,Desconhecido,, euros,,1616.1
2017,Portugal,Ganho médio mensal,Total,Menos de 18 anos,, euros,,761.6
2017,Portugal,Ganho médio mensal,Total,Total,, euros,,1133.3
2018,Portugal,Ganho médio mensal,Homens,18 - 24 anos,, euros,,858.9
2018,Portugal,Ganho médio mensal,Homens,25 - 34 anos,, euros,,1090.5
2018,Portugal,Ganho médio mensal,Homens,35 - 44 anos,, euros,,1322.5
2018,Portugal,Ganho médio mensal,Homens,45 - 54 anos,, euros,,1414.8
2018,Portugal,Ganho médio mensal,Homens,55 - 64 anos,, euros,,1418.8
2018,Portugal,Ganho médio mensal,Homens,65 ou mais anos,, euros,,1534.5
2018,Portugal,Ganho médio mensal,Homens,Desconhecido,, euros,,1833.1
2018,Portugal,Ganho médio mensal,Homens,Menos de 18 anos,, euros,,813.3
2018,Portugal,Ganho médio mensal,Homens,Total,, euros,,1274.0
2018,Portugal,Ganho médio mensal,Mulheres,18 - 24 anos,, euros,,786.5
2018,Portugal,Ganho médio mensal,Mulheres,25 - 34 anos,, euros,,967.4
2018,Portugal,Ganho médio mensal,Mulheres,35 - 44 anos,, euros,,1119.9
2018,Portugal,Ganho médio mensal,Mulheres,45 - 54 anos,, euros,,1100.6
2018,Portugal,Ganho médio mensal,Mulheres,55 - 64 anos,, euros,,1039.8
2018,Portugal,Ganho médio mensal,Mulheres,65 ou mais anos,, euros,,1057.4
2018,Portugal,Ganho médio mensal,Mulheres,Desconhecido,, euros,,1262.7
2018,Portugal,Ganho médio mensal,Mulheres,Menos de 18 anos,, euros,,696.9
2018,Portugal,Ganho médio mensal,Mulheres,Total,, euros,,1046.6
2018,Portugal,Ganho médio mensal,Total,18 - 24 anos,, euros,,827.8
2018,Portugal,Ganho médio mensal,Total,25 - 34 anos,, euros,,1033.4
2018,Portugal,Ganho médio mensal,Total,35 - 44 anos,, euros,,1227.0
2018,Portugal,Ganho médio mensal,Total,45 - 54 anos,, euros,,1270.9
2018,Portugal,Ganho médio mensal,Total,55 - 64 anos,, euros,,1258.2
2018,Portugal,Ganho médio mensal,Total,65 ou mais anos,, euros,,1353.0
2018,Portugal,Ganho médio mensal,Total,Desconhecido,, euros,,1651.8
2018,Portugal,Ganho médio mensal,Total,Menos de 18 anos,, euros,,775.7
2018,Portugal,Ganho médio mensal,Total,Total,, euros,,1170.3
2019,Portugal,Ganho médio mensal,Homens,18 - 24 anos,, euros,,904.0
2019,Portugal,Ganho médio mensal,Homens,25 - 34 anos,, euros,,1141.2
2019,Portugal,Ganho médio mensal,Homens,35 - 44 anos,, euros,,1364.3
2019,Portugal,Ganho médio mensal,Homens,45 - 54 anos,, euros,,1457.0
2019,Portugal,Ganho médio mensal,Homens,55 - 64 anos,, euros,,1426.2
2019,Portugal,Ganho médio mensal,Homens,65 ou mais anos,, euros,,1560.4
2019,Portugal,Ganho médio mensal,Homens,Desconhecido,, euros,,1099.4
2019,Portugal,Ganho médio mensal,Homens,Menos de 18 anos,, euros,,1105.5
2019,Portugal,Ganho médio mensal,Homens,Total,, euros,,1312.4
2019,Portugal,Ganho médio mensal,Mulheres,18 - 24 anos,, euros,,828.0
2019,Portugal,Ganho médio mensal,Mulheres,25 - 34 anos,, euros,,1018.7
2019,Portugal,Ganho médio mensal,Mulheres,35 - 44 anos,, euros,,1158.2
2019,Portugal,Ganho médio mensal,Mulheres,45 - 54 anos,, euros,,1146.0
2019,Portugal,Ganho médio mensal,Mulheres,55 - 64 anos,, euros,,1060.4
2019,Portugal,Ganho médio mensal,Mulheres,65 ou mais anos,, euros,,1112.5
2019,Portugal,Ganho médio mensal,Mulheres,Desconhecido,, euros,,1045.0
2019,Portugal,Ganho médio mensal,Mulheres,Menos de 18 anos,, euros,,782.9
2019,Portugal,Ganho médio mensal,Mulheres,Total,, euros,,1087.0
2019,Portugal,Ganho médio mensal,Total,18 - 24 anos,, euros,,871.4
2019,Portugal,Ganho médio mensal,Total,25 - 34 anos,, euros,,1084.7
2019,Portugal,Ganho médio mensal,Total,35 - 44 anos,, euros,,1267.8
